chr	id	rsid	description	level
chr6	30650026	rs9262142	Single_Nucleotides|eQTL|HLA-A, Single_Nucleotides|eQTL|NA, Single_Nucleotides|eQTL|NA, Motifs|PWM|Jundm2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|Fos, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|Fos, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|Fos, Motifs|PWM|AP-1, Motifs|PWM|AP-1, Motifs|PWM|AP-1, Motifs|PWM|AP-1, Motifs|PWM|Bach2, Motifs|PWM|Fos, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Fos, Motifs|Footprinting|Fos, Motifs|Footprinting|Fos, Motifs|Footprinting|Fos, Motifs|Footprinting|Fos, Motifs|Footprinting|Fos, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|PWM|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Fos, Motifs|Footprinting|Fos, Motifs|Footprinting|Fos, Motifs|Footprinting|Fos, Motifs|Footprinting|Fos, Motifs|Footprinting|Fos, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|Fos, Motifs|Footprinting|Fos, Motifs|Footprinting|Fos, Motifs|Footprinting|Fos, Motifs|Footprinting|Fos, Motifs|Footprinting|Fos, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|Fos, Motifs|Footprinting|Fos, Motifs|Footprinting|Fos, Motifs|Footprinting|Fos, Motifs|Footprinting|Fos, Motifs|Footprinting|Fos, Motifs|Footprinting|Fos, Motifs|Footprinting|Fos, Motifs|Footprinting|Fos, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|PWM|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Bach2, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|AP-1, Motifs|Footprinting|Fos, Motifs|Footprinting|Fos, Motifs|Footprinting|Fos, Motifs|Footprinting|Fos, Motifs|Footprinting|Fos, Motifs|Footprinting|Fos, Chromatin_Structure|FAIRE|K562, Chromatin_Structure|DNase-seq|Gm12864, Chromatin_Structure|DNase-seq|Osteobl, Chromatin_Structure|DNase-seq|Stellate, Chromatin_Structure|DNase-seq|Huvec, Chromatin_Structure|DNase-seq|Panisd, Chromatin_Structure|DNase-seq|K562, Chromatin_Structure|DNase-seq|Chorion, Chromatin_Structure|DNase-seq|Fibrop, Chromatin_Structure|DNase-seq|Hsmm, Chromatin_Structure|DNase-seq|Progfib, Chromatin_Structure|DNase-seq|Myometr, Chromatin_Structure|DNase-seq|Panislets, Chromatin_Structure|DNase-seq|8988t, Chromatin_Structure|DNase-seq|Htr8, Chromatin_Structure|DNase-seq|Fibrobl, Chromatin_Structure|DNase-seq|Helas3, Chromatin_Structure|DNase-seq|Urotsa, Chromatin_Structure|DNase-seq|UrotsaUt189, Chromatin_Structure|DNase-seq|Hpde6e6e7, Chromatin_Structure|DNase-seq|Gm12892, Chromatin_Structure|DNase-seq|Monocd14, Chromatin_Structure|DNase-seq|Hmec, Chromatin_Structure|DNase-seq|H1hesc, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|DNase-seq|Nhek, Chromatin_Structure|DNase-seq|Ips, Chromatin_Structure|DNase-seq|Melano, Chromatin_Structure|DNase-seq|Aosmc, Chromatin_Structure|DNase-seq|Hsmmt, Chromatin_Structure|DNase-seq|Phte, Chromatin_Structure|DNase-seq|Jurkat, Chromatin_Structure|DNase-seq|Hconf, Chromatin_Structure|DNase-seq|Helas3Ifna4h, Chromatin_Structure|DNase-seq|Hcpe, Chromatin_Structure|DNase-seq|Hrgec, Chromatin_Structure|FAIRE|Huvec, Chromatin_Structure|DNase-seq|Hasp, Chromatin_Structure|DNase-seq|Hipe, Chromatin_Structure|DNase-seq|Hpdlf, Chromatin_Structure|DNase-seq|Hcfaa, Chromatin_Structure|DNase-seq|Gm12878, Chromatin_Structure|DNase-seq|Gm12865, Chromatin_Structure|DNase-seq|Ag09309, Chromatin_Structure|DNase-seq|Ag04450, Chromatin_Structure|DNase-seq|Hnpce, Chromatin_Structure|DNase-seq|Hff, Chromatin_Structure|DNase-seq|Hah, Chromatin_Structure|DNase-seq|Hae, Chromatin_Structure|DNase-seq|Aoaf, Chromatin_Structure|DNase-seq|Ag09319, Chromatin_Structure|DNase-seq|Ag04449, Chromatin_Structure|DNase-seq|Hpf, Chromatin_Structure|DNase-seq|Bj, Chromatin_Structure|DNase-seq|Ag10803, Chromatin_Structure|DNase-seq|Hee, Chromatin_Structure|DNase-seq|Hepg2, Chromatin_Structure|DNase-seq|A549, Chromatin_Structure|DNase-seq|Nhdfad, Chromatin_Structure|DNase-seq|Nhdfneo, Chromatin_Structure|DNase-seq|Nhlf, Chromatin_Structure|DNase-seq|Skmc, Chromatin_Structure|DNase-seq|Wi38, Chromatin_Structure|DNase-seq|Cll, Chromatin_Structure|DNase-seq|H7es, Chromatin_Structure|DNase-seq|Hac, Chromatin_Structure|DNase-seq|Hbmec, Chromatin_Structure|DNase-seq|Hffmyc, Chromatin_Structure|DNase-seq|Hmveclbl, Chromatin_Structure|DNase-seq|Nha, Chromatin_Structure|DNase-seq|Rptec, Chromatin_Structure|DNase-seq|Th2, Chromatin_Structure|DNase-seq|Hcf, Chromatin_Structure|DNase-seq|Hcm, Chromatin_Structure|DNase-seq|Hmf, Chromatin_Structure|DNase-seq|Hmvecdblneo, Chromatin_Structure|DNase-seq|Hmvecdlyneo, Chromatin_Structure|DNase-seq|Hpaf, Chromatin_Structure|DNase-seq|Hre, Chromatin_Structure|DNase-seq|Hrpe, Chromatin_Structure|DNase-seq|Hvmf, Chromatin_Structure|DNase-seq|Wi38, Chromatin_Structure|DNase-seq|Hmveclly, Chromatin_Structure|DNase-seq|Panc1, Chromatin_Structure|DNase-seq|Saec, Chromatin_Structure|DNase-seq|Hgf, Chromatin_Structure|DNase-seq|Hmvecdblad, Chromatin_Structure|DNase-seq|Hmvecdlyad, Chromatin_Structure|DNase-seq|Hmvecdneo, Chromatin_Structure|DNase-seq|Th1, Chromatin_Structure|DNase-seq|Hrce, Chromatin_Structure|DNase-seq|Nb4, Chromatin_Structure|DNase-seq|Hct116, Chromatin_Structure|DNase-seq|Gliobla, Chromatin_Structure|DNase-seq|H9es, Chromatin_Structure|DNase-seq|Hl60, Chromatin_Structure|DNase-seq|Be2c, Protein_Binding|ChIP-seq|STAT1, Protein_Binding|ChIP-seq|FOS, Protein_Binding|ChIP-seq|SMARCB1, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|TBP, Protein_Binding|ChIP-seq|JUND, Protein_Binding|ChIP-seq|STAT2, Protein_Binding|ChIP-seq|STAT1, Protein_Binding|ChIP-seq|MYC, Protein_Binding|ChIP-seq|TBP, Protein_Binding|ChIP-seq|STAT1, Protein_Binding|ChIP-seq|JUN, Protein_Binding|ChIP-seq|JUND, Protein_Binding|ChIP-seq|JUN, Protein_Binding|ChIP-seq|FOS, Protein_Binding|ChIP-seq|TAF1, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|JUND, Protein_Binding|ChIP-seq|FOSL1, Protein_Binding|ChIP-seq|ZBTB7A, Protein_Binding|ChIP-seq|SRF, Protein_Binding|ChIP-seq|JUN, Protein_Binding|ChIP-seq|SRF, Protein_Binding|ChIP-seq|SRF, Protein_Binding|ChIP-seq|SRF, Protein_Binding|ChIP-seq|JUND, Protein_Binding|ChIP-seq|SRF, Protein_Binding|ChIP-seq|FOSL2, Protein_Binding|ChIP-seq|MAX, Protein_Binding|ChIP-seq|STAT3, Protein_Binding|ChIP-seq|STAT3, Protein_Binding|ChIP-seq|FOS, Protein_Binding|ChIP-seq|JUNB, Protein_Binding|ChIP-seq|JUND, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|YY1, Protein_Binding|ChIP-seq|GTF2F1, Protein_Binding|ChIP-seq|POLR2A	1a
chr6	30652781	rs9262143	Single_Nucleotides|eQTL|HLA-A, Single_Nucleotides|eQTL|NA, Single_Nucleotides|eQTL|NA, Chromatin_Structure|DNase-seq|Helas3, Chromatin_Structure|FAIRE|Huvec, Chromatin_Structure|DNase-seq|Stellate, Chromatin_Structure|DNase-seq|Huvec, Chromatin_Structure|DNase-seq|Hrgec, Chromatin_Structure|DNase-seq|Wi38, Chromatin_Structure|DNase-seq|Panc1, Chromatin_Structure|DNase-seq|Hcfaa, Chromatin_Structure|DNase-seq|Gm12891, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|NFKB1, Protein_Binding|ChIP-seq|POLR2A	1f
chr6	30708955	rs1059612	Single_Nucleotides|eQTL|HLA-A, Single_Nucleotides|eQTL|NA, Single_Nucleotides|eQTL|NA, Motifs|PWM|Sp1, Chromatin_Structure|DNase-seq|Hcfaa, Chromatin_Structure|DNase-seq|Hmvecdneo, Chromatin_Structure|DNase-seq|Hae, Chromatin_Structure|DNase-seq|Hcf, Chromatin_Structure|DNase-seq|Hmvecdblad, Chromatin_Structure|DNase-seq|Hmvecdlyneo, Chromatin_Structure|DNase-seq|Wi38, Chromatin_Structure|DNase-seq|A549, Chromatin_Structure|DNase-seq|Hah, Chromatin_Structure|DNase-seq|Hpaf, Chromatin_Structure|DNase-seq|Ag10803, Chromatin_Structure|DNase-seq|Ag04449, Chromatin_Structure|DNase-seq|Huvec, Chromatin_Structure|DNase-seq|Hvmf, Chromatin_Structure|DNase-seq|Hrgec, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|RAD21, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF	1d
chr6	30738446	rs3095336	Single_Nucleotides|eQTL|HLA-A, Single_Nucleotides|eQTL|NA, Single_Nucleotides|eQTL|BTN3A2, Single_Nucleotides|eQTL|HLA-A, Single_Nucleotides|eQTL|HLA-C, Single_Nucleotides|eQTL|HLA-DQA1, Single_Nucleotides|eQTL|HLA-DQB1, Single_Nucleotides|eQTL|HLA-DRB1, Single_Nucleotides|eQTL|HLA-G, Single_Nucleotides|eQTL|HLA-H, Single_Nucleotides|eQTL|VARSL, Chromatin_Structure|DNase-seq|Monocd14	1f
chr6	30746519	rs3130673	Single_Nucleotides|eQTL|HLA-A, Single_Nucleotides|eQTL|NA, Chromatin_Structure|DNase-seq|Panc1, Chromatin_Structure|DNase-seq|Stellate	1f
chr6	30762542	rs3129985	Single_Nucleotides|eQTL|HLA-A, Single_Nucleotides|eQTL|NA, Protein_Binding|ChIP-seq|PAX5	1f
chr6	30763291	rs3131060	Single_Nucleotides|eQTL|HLA-A, Single_Nucleotides|eQTL|NA, Single_Nucleotides|eQTL|BTN3A2, Single_Nucleotides|eQTL|HLA-A, Single_Nucleotides|eQTL|HLA-C, Single_Nucleotides|eQTL|HLA-DQA1, Single_Nucleotides|eQTL|HLA-DQB1, Single_Nucleotides|eQTL|HLA-DRB1, Single_Nucleotides|eQTL|HLA-G, Single_Nucleotides|eQTL|HLA-H, Single_Nucleotides|eQTL|VARSL, Motifs|Footprinting|Fos, Motifs|Footprinting|AP-1, Motifs|Footprinting|NF-E2, Motifs|Footprinting|, Motifs|PWM|Sox4, Motifs|PWM|SOX9, Motifs|PWM|SOX4, Motifs|Footprinting|, Motifs|Footprinting|Fos, Motifs|Footprinting|, Chromatin_Structure|DNase-seq|Panc1	1f
chr6	30777498	rs1264361	Single_Nucleotides|eQTL|HLA-A, Single_Nucleotides|eQTL|NA, Protein_Binding|ChIP-seq|TBP	1f
chr6	30782002	rs886424	Single_Nucleotides|eQTL|HLA-A, Single_Nucleotides|eQTL|NA, Single_Nucleotides|eQTL|BTN3A2, Single_Nucleotides|eQTL|HLA-A, Single_Nucleotides|eQTL|HLA-C, Single_Nucleotides|eQTL|HLA-DQA1, Single_Nucleotides|eQTL|HLA-DQB1, Single_Nucleotides|eQTL|HLA-DRB1, Single_Nucleotides|eQTL|HLA-G, Single_Nucleotides|eQTL|HLA-H, Single_Nucleotides|eQTL|VARSL, Single_Nucleotides|eQTL|ZFP57, Motifs|Footprinting|RXR::RAR_DR5, Motifs|Footprinting|AREB6, Motifs|Footprinting|AREB6, Motifs|PWM|AREB6, Motifs|Footprinting|AREB6, Motifs|Footprinting|AREB6, Motifs|PWM|AREB6, Motifs|PWM|RXR::RAR_DR5, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|FAIRE|Huvec, Chromatin_Structure|DNase-seq|Hct116, Chromatin_Structure|DNase-seq|Huvec, Chromatin_Structure|DNase-seq|Gliobla, Chromatin_Structure|DNase-seq|Progfib, Protein_Binding|ChIP-seq|POLR2A	1b
chr6	30796545	rs1264350	Single_Nucleotides|eQTL|HLA-A, Single_Nucleotides|eQTL|NA, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|DNase-seq|Hepg2, Chromatin_Structure|FAIRE|Gm12878, Chromatin_Structure|DNase-seq|Hee, Chromatin_Structure|DNase-seq|Hconf, Chromatin_Structure|DNase-seq|Ag04450, Chromatin_Structure|FAIRE|Mcf7, Chromatin_Structure|DNase-seq|Bj, Chromatin_Structure|DNase-seq|Gm06990, Chromatin_Structure|DNase-seq|Hpde6e6e7, Chromatin_Structure|DNase-seq|Helas3, Chromatin_Structure|DNase-seq|A549, Chromatin_Structure|DNase-seq|Nhek, Chromatin_Structure|DNase-seq|Huh7, Chromatin_Structure|DNase-seq|Fibrop, Chromatin_Structure|DNase-seq|Stellate, Chromatin_Structure|FAIRE|K562, Chromatin_Structure|DNase-seq|T47d, Chromatin_Structure|DNase-seq|Panisd, Chromatin_Structure|DNase-seq|Htr8, Chromatin_Structure|DNase-seq|Melano, Chromatin_Structure|DNase-seq|Ips, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|Fibrobl, Chromatin_Structure|DNase-seq|K562, Chromatin_Structure|FAIRE|Huvec, Chromatin_Structure|DNase-seq|Aosmc, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|DNase-seq|Phte, Chromatin_Structure|DNase-seq|Helas3Ifna4h, Chromatin_Structure|DNase-seq|Gm12878, Chromatin_Structure|DNase-seq|Gliobla, Chromatin_Structure|DNase-seq|Myometr, Chromatin_Structure|DNase-seq|Huh75, Chromatin_Structure|DNase-seq|8988t, Chromatin_Structure|DNase-seq|Progfib, Chromatin_Structure|DNase-seq|H9es, Chromatin_Structure|DNase-seq|Mcf7, Chromatin_Structure|DNase-seq|Urotsa, Chromatin_Structure|DNase-seq|Gm19240, Chromatin_Structure|DNase-seq|UrotsaUt189, Chromatin_Structure|FAIRE|Gm12891, Chromatin_Structure|DNase-seq|Panislets, Chromatin_Structure|DNase-seq|Hmec, Chromatin_Structure|DNase-seq|Gm19238, Chromatin_Structure|DNase-seq|Gm19239, Chromatin_Structure|DNase-seq|Hsmmt, Chromatin_Structure|DNase-seq|Gm12891, Chromatin_Structure|DNase-seq|Mcf7, Chromatin_Structure|DNase-seq|Huvec, Chromatin_Structure|DNase-seq|Cll, Chromatin_Structure|FAIRE|Gm19239, Chromatin_Structure|DNase-seq|Gm12892, Chromatin_Structure|DNase-seq|Gm18507, Chromatin_Structure|DNase-seq|H1hesc, Chromatin_Structure|DNase-seq|Hsmm, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|Chorion, Chromatin_Structure|DNase-seq|Medullo, Chromatin_Structure|DNase-seq|Osteobl, Chromatin_Structure|FAIRE|Gm18507, Chromatin_Structure|FAIRE|Astrocy, Chromatin_Structure|FAIRE|Hepg2, Chromatin_Structure|FAIRE|Panislets, Chromatin_Structure|DNase-seq|Hrpe, Chromatin_Structure|DNase-seq|Nhlf, Chromatin_Structure|DNase-seq|Th2, Chromatin_Structure|DNase-seq|Hrce, Chromatin_Structure|DNase-seq|Hpf, Chromatin_Structure|DNase-seq|Hipe, Chromatin_Structure|DNase-seq|Hl60, Chromatin_Structure|DNase-seq|Jurkat, Chromatin_Structure|DNase-seq|Nb4, Chromatin_Structure|DNase-seq|Skmc, Chromatin_Structure|DNase-seq|Hmvecdblad, Chromatin_Structure|DNase-seq|Hre, Chromatin_Structure|DNase-seq|Hvmf, Chromatin_Structure|DNase-seq|Monocd14, Chromatin_Structure|DNase-seq|Nha, Chromatin_Structure|DNase-seq|Sknmc, Chromatin_Structure|DNase-seq|Th1, Chromatin_Structure|DNase-seq|Hcpe, Chromatin_Structure|DNase-seq|Hbmec, Chromatin_Structure|DNase-seq|Ag04449, Chromatin_Structure|DNase-seq|Ag09309, Chromatin_Structure|DNase-seq|Hmvecdblneo, Chromatin_Structure|DNase-seq|Hmvecdlyad, Chromatin_Structure|DNase-seq|Wi38, Chromatin_Structure|DNase-seq|Hnpce, Chromatin_Structure|DNase-seq|Hcfaa, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|EP300, Protein_Binding|ChIP-seq|MYC, Protein_Binding|ChIP-seq|JUND, Protein_Binding|ChIP-seq|MYC, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|MYC, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|YY1, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|YY1, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|ZNF143, Protein_Binding|ChIP-seq|SMC3, Protein_Binding|ChIP-seq|MAX, Protein_Binding|ChIP-seq|RAD21, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|MYC, Protein_Binding|ChIP-seq|RAD21, Protein_Binding|ChIP-seq|RAD21, Protein_Binding|ChIP-seq|RAD21, Protein_Binding|ChIP-seq|MAFK, Protein_Binding|ChIP-seq|MAFK, Protein_Binding|ChIP-seq|JUNB, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|YY1, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|RAD21, Protein_Binding|ChIP-seq|RAD21, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|RFX5, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|RAD21, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|SMC3, Protein_Binding|ChIP-seq|RAD21, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|PAX5, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF	1f
chr6	30857894	rs1264322	Single_Nucleotides|eQTL|HLA-A, Single_Nucleotides|eQTL|NA, Motifs|PWM|Egr1, Motifs|PWM|SP1:SP3, Chromatin_Structure|DNase-seq|Hepatocytes, Chromatin_Structure|DNase-seq|Chorion, Chromatin_Structure|DNase-seq|Gm12891, Chromatin_Structure|DNase-seq|Gm12878, Chromatin_Structure|DNase-seq|Hmec, Chromatin_Structure|DNase-seq|Nhek, Chromatin_Structure|DNase-seq|8988t, Chromatin_Structure|DNase-seq|Phte	1f
